STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72530094846,2016-01-13,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18.4,0,8.4,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,23.4,0,13.4,0,0.00,I,999.9,000000
74486094789,2016-01-13,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",25.8,0,15.8,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,30.8,0,20.8,0,0.00,I,999.9,000000
72295023174,2016-01-13,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",60.1,0,50.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,65.1,0,55.1,0,0.00,I,999.9,000000
72530094846,2016-01-14,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.3,0,7.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,22.3,0,12.3,0,0.00,I,999.9,000000
74486094789,2016-01-14,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",37.0,0,27.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,42.0,0,32.0,0,0.00,I,999.9,000000
72295023174,2016-01-14,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",52.8,0,42.8,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,57.8,0,47.8,0,0.00,I,999.9,000000
72530094846,2016-01-15,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22.7,0,12.7,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,27.7,0,17.7,0,0.00,I,999.9,000000
74486094789,2016-01-15,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",25.1,0,15.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,30.1,0,20.1,0,0.00,I,999.9,000000
72295023174,2016-01-15,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",59.1,0,49.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,64.1,0,54.1,0,0.00,I,999.9,000000
72530094846,2016-01-16,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.9,0,7.9,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,22.9,0,12.9,0,0.00,I,999.9,000000
74486094789,2016-01-16,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",28.9,0,18.9,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,33.9,0,23.9,0,0.00,I,999.9,000000
72295023174,2016-01-16,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",49.8,0,39.8,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,54.8,0,44.8,0,0.00,I,999.9,000000
72530094846,2016-01-17,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.0,0,4.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,19.0,0,9.0,0,0.00,I,999.9,000000
74486094789,2016-01-17,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",32.3,0,22.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,37.3,0,27.3,0,0.00,I,999.9,000000
72295023174,2016-01-17,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",54.3,0,44.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,59.3,0,49.3,0,0.00,I,999.9,000000
72530094846,2016-01-18,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22.5,0,12.5,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,27.5,0,17.5,0,0.00,I,999.9,000000
74486094789,2016-01-18,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",30.6,0,20.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,35.6,0,25.6,0,0.00,I,999.9,000000
72295023174,2016-01-18,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",59.2,0,49.2,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,64.2,0,54.2,0,0.00,I,999.9,000000
72530094846,2016-01-19,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27.4,0,17.4,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,32.4,0,22.4,0,0.00,I,999.9,000000
74486094789,2016-01-19,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",20.5,0,10.5,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,25.5,0,15.5,0,0.00,I,999.9,000000
72295023174,2016-01-19,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",56.0,0,46.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,61.0,0,51.0,0,0.00,I,999.9,000000
72530094846,2016-01-20,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18.1,0,8.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,23.1,0,13.1,0,0.00,I,999.9,000000
74486094789,2016-01-20,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",36.1,0,26.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,41.1,0,31.1,0,0.00,I,999.9,000000
72295023174,2016-01-20,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",46.3,0,36.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,51.3,0,41.3,0,0.00,I,999.9,000000
72530094846,2016-01-21,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24.0,0,14.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,29.0,0,19.0,0,0.00,I,999.9,000000
74486094789,2016-01-21,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",29.3,0,19.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,34.3,0,24.3,0,0.00,I,999.9,000000
72295023174,2016-01-21,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",49.8,0,39.8,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,54.8,0,44.8,0,0.00,I,999.9,000000
72530094846,2016-01-22,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.2,0,4.2,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,19.2,0,9.2,0,0.00,I,999.9,000000
74486094789,2016-01-22,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",38.1,0,28.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,43.1,0,33.1,0,0.00,I,999.9,000000
72295023174,2016-01-22,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",56.2,0,46.2,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,61.2,0,51.2,0,0.00,I,999.9,000000
72530094846,2016-01-23,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28.8,0,18.8,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,33.8,0,23.8,0,0.00,I,999.9,000000
74486094789,2016-01-23,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",34.2,0,24.2,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,39.2,0,29.2,0,0.00,I,999.9,000000
72295023174,2016-01-23,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",56.5,0,46.5,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,61.5,0,51.5,0,0.00,I,999.9,000000
72530094846,2016-01-24,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18.9,0,8.9,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,23.9,0,13.9,0,0.00,I,999.9,000000
74486094789,2016-01-24,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",30.4,0,20.4,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,35.4,0,25.4,0,0.00,I,999.9,000000
72295023174,2016-01-24,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",53.1,0,43.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,58.1,0,48.1,0,0.00,I,999.9,000000
72530094846,2016-01-25,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19.4,0,9.4,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,24.4,0,14.4,0,0.00,I,999.9,000000
74486094789,2016-01-25,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",20.6,0,10.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,25.6,0,15.6,0,0.00,I,999.9,000000
72295023174,2016-01-25,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",55.3,0,45.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,60.3,0,50.3,0,0.00,I,999.9,000000
72530094846,2016-01-26,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.5,0,7.5,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,22.5,0,12.5,0,0.00,I,999.9,000000
74486094789,2016-01-26,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.0,0,23.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,38.0,0,28.0,0,0.00,I,999.9,000000
72295023174,2016-01-26,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",51.4,0,41.4,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,56.4,0,46.4,0,0.00,I,999.9,000000
72530094846,2016-01-27,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19.1,0,9.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,24.1,0,14.1,0,0.00,I,999.9,000000
74486094789,2016-01-27,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",28.8,0,18.8,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,33.8,0,23.8,0,0.00,I,999.9,000000
72295023174,2016-01-27,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",53.5,0,43.5,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,58.5,0,48.5,0,0.00,I,999.9,000000
72530094846,2016-01-28,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19.3,0,9.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,24.3,0,14.3,0,0.00,I,999.9,000000
74486094789,2016-01-28,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.2,0,23.2,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,38.2,0,28.2,0,0.00,I,999.9,000000
72295023174,2016-01-28,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",52.6,0,42.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,57.6,0,47.6,0,0.00,I,999.9,000000
72530094846,2016-01-29,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24.0,0,14.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,29.0,0,19.0,0,0.00,I,999.9,000000
74486094789,2016-01-29,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.6,0,23.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,38.6,0,28.6,0,0.00,I,999.9,000000
72295023174,2016-01-29,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",57.6,0,47.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,62.6,0,52.6,0,0.00,I,999.9,000000
72530094846,2016-01-30,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23.7,0,13.7,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,28.7,0,18.7,0,0.00,I,999.9,000000
74486094789,2016-01-30,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",27.6,0,17.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,32.6,0,22.6,0,0.00,I,999.9,000000
72295023174,2016-01-30,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",51.1,0,41.1,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,56.1,0,46.1,0,0.00,I,999.9,000000
72530094846,2016-01-31,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.9,0,5.9,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,20.9,0,10.9,0,0.00,I,999.9,000000
74486094789,2016-01-31,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",21.0,0,11.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,26.0,0,16.0,0,0.00,I,999.9,000000
72295023174,2016-01-31,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",55.9,0,45.9,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,60.9,0,50.9,0,0.00,I,999.9,000000
72530094846,2016-02-01,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.3,0,3.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,18.3,0,8.3,0,0.00,I,999.9,000000
74486094789,2016-02-01,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",28.3,0,18.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,33.3,0,23.3,0,0.00,I,999.9,000000
72295023174,2016-02-01,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",58.7,0,48.7,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,63.7,0,53.7,0,0.00,I,999.9,000000
72530094846,2016-02-02,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.4,0,6.4,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,21.4,0,11.4,0,0.00,I,999.9,000000
74486094789,2016-02-02,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",30.7,0,20.7,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,35.7,0,25.7,0,0.00,I,999.9,000000
72295023174,2016-02-02,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",52.6,0,42.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,57.6,0,47.6,0,0.00,I,999.9,000000
72530094846,2016-02-03,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.6,0,6.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,21.6,0,11.6,0,0.00,I,999.9,000000
74486094789,2016-02-03,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",29.2,0,19.2,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,34.2,0,24.2,0,0.00,I,999.9,000000
72295023174,2016-02-03,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",61.3,0,51.3,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,66.3,0,56.3,0,0.00,I,999.9,000000
72530094846,2016-02-04,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.7,0,7.7,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,22.7,0,12.7,0,0.00,I,999.9,000000
74486094789,2016-02-04,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",24.5,0,14.5,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,29.5,0,19.5,0,0.00,I,999.9,000000
72295023174,2016-02-04,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",56.5,0,46.5,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,61.5,0,51.5,0,0.00,I,999.9,000000
72530094846,2016-02-05,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21.0,0,11.0,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,26.0,0,16.0,0,0.00,I,999.9,000000
74486094789,2016-02-05,40.64,-73.78,3.4,"JFK INTERNATIONAL AIRPORT, NY US",34.6,0,24.6,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,39.6,0,29.6,0,0.00,I,999.9,000000
72295023174,2016-02-05,33.94,-118.4,29.6,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",50.8,0,40.8,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,55.8,0,45.8,0,0.00,I,999.9,000000
72530094846,2016-02-06,41.96,-87.93,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.7,0,6.7,0,1013.2,0,1010.5,0,10.0,0,5.4,0,12.0,999.9,21.7,0,11.7,0,0.00,I,999.9,000000
